TradingDate,QTP,DCM,DPM,ACB,VCB,BID,MBB,STB
2022-11-09,12500.0,29900.0,38107.0,17332.0,74000.0,36150.0,16950.0,16250.0
2022-11-10,12000.0,27850.0,35475.0,16706.0,72800.0,34700.0,15800.0,15150.0
2022-11-11,12000.0,28500.0,36111.0,17374.0,75500.0,36000.0,16000.0,15600.0
2022-11-14,11700.0,26550.0,33661.0,16957.0,75100.0,35900.0,15200.0,15850.0
2022-11-15,10500.0,24700.0,31347.0,15954.0,75000.0,33400.0,14150.0,15100.0
2022-11-16,10400.0,26400.0,33525.0,17040.0,75100.0,35700.0,15100.0,16150.0
2022-11-17,11400.0,26700.0,34205.0,17583.0,76500.0,35650.0,15700.0,17200.0
2022-11-18,11500.0,26200.0,33570.0,17667.0,76500.0,35950.0,15700.0,17100.0
2022-11-21,11400.0,25450.0,32663.0,17207.0,75000.0,35500.0,15700.0,16700.0
2022-11-22,11300.0,25750.0,32663.0,16998.0,73500.0,36450.0,15800.0,16900.0
2022-11-23,11200.0,25800.0,32890.0,17249.0,73500.0,37400.0,15700.0,17500.0
2022-11-24,11200.0,25700.0,33116.0,17541.0,73000.0,38000.0,15700.0,18200.0
2022-11-25,11300.0,26100.0,34114.0,17959.0,73100.0,40000.0,16200.0,18900.0
2022-11-28,11800.0,27350.0,35430.0,18585.0,76700.0,39500.0,17200.0,19700.0
2022-11-29,12100.0,28800.0,36746.0,18502.0,79800.0,41000.0,17200.0,19750.0
2022-11-30,12100.0,29100.0,37109.0,18460.0,81000.0,41100.0,17400.0,20000.0
2022-12-01,12300.0,27800.0,35657.0,18794.0,80000.0,39000.0,17800.0,19500.0
2022-12-02,12300.0,29000.0,37471.0,19630.0,85000.0,41200.0,18800.0,20850.0
2022-12-05,12400.0,28800.0,37245.0,19713.0,85000.0,41250.0,19000.0,22300.0
2022-12-06,12300.0,30050.0,38379.0,18627.0,80000.0,39100.0,17700.0,20750.0
2022-12-07,12400.0,29100.0,38560.0,18627.0,78500.0,39000.0,17300.0,20300.0
2022-12-08,12500.0,29450.0,39059.0,18920.0,77000.0,39000.0,18100.0,21700.0
2022-12-09,12400.0,28600.0,38969.0,19254.0,77300.0,39200.0,18200.0,22400.0
2022-12-12,12600.0,28950.0,39014.0,18794.0,77400.0,38100.0,17700.0,21300.0
2022-12-13,12500.0,29200.0,39468.0,19254.0,78200.0,38700.0,18000.0,22550.0
2022-12-14,12500.0,29550.0,39921.0,19337.0,78800.0,38800.0,18150.0,23250.0
2022-12-15,12400.0,29200.0,39921.0,19379.0,79500.0,39000.0,18950.0,23250.0
2022-12-16,12400.0,28900.0,39286.0,19212.0,79700.0,38900.0,18800.0,22800.0
2022-12-19,12400.0,28700.0,39286.0,19003.0,79200.0,38800.0,18350.0,22400.0
2022-12-20,12200.0,28700.0,40375.0,18836.0,79000.0,38500.0,17600.0,22450.0
2022-12-21,12100.0,27000.0,39830.0,19045.0,78700.0,38600.0,17700.0,23550.0
2022-12-22,12100.0,28000.0,39649.0,19128.0,79300.0,39000.0,18000.0,23400.0
2022-12-23,12500.0,27800.0,39195.0,19128.0,79100.0,39000.0,17750.0,23500.0
2022-12-26,12300.0,25900.0,37971.0,18460.0,78900.0,38800.0,16800.0,21900.0
2022-12-27,12200.0,26400.0,39014.0,18460.0,79100.0,40000.0,17250.0,22500.0
2022-12-28,12200.0,26450.0,39241.0,18377.0,80000.0,41900.0,17450.0,22900.0
2022-12-29,12200.0,25950.0,39014.0,18377.0,80700.0,40000.0,17400.0,22350.0
2022-12-30,12300.0,26500.0,38969.0,18293.0,80000.0,38600.0,17100.0,22500.0
2023-01-03,12700.0,27250.0,39513.0,18961.0,82600.0,41200.0,18000.0,23500.0
2023-01-04,12800.0,27400.0,40829.0,18920.0,82800.0,40800.0,17950.0,23300.0
2023-01-05,13300.0,27200.0,40466.0,19087.0,84000.0,40750.0,18200.0,24200.0
2023-01-06,13200.0,26500.0,38470.0,19337.0,84000.0,41650.0,18250.0,24300.0
2023-01-09,13000.0,26650.0,38197.0,19295.0,86900.0,41000.0,18250.0,24650.0
2023-01-10,12900.0,26250.0,38197.0,19588.0,87300.0,41300.0,18200.0,24950.0
2023-01-11,13000.0,26200.0,37789.0,20214.0,85100.0,41250.0,18250.0,24700.0
2023-01-12,12900.0,26000.0,37063.0,20465.0,84800.0,41450.0,18250.0,24950.0
2023-01-13,13200.0,25800.0,37290.0,20172.0,85800.0,41800.0,18250.0,25300.0
2023-01-16,13200.0,25600.0,37199.0,20883.0,87300.0,44700.0,18500.0,25500.0
2023-01-17,13400.0,26250.0,38107.0,21133.0,89400.0,44950.0,19400.0,26550.0
2023-01-18,13800.0,26550.0,38288.0,21300.0,90000.0,45100.0,19550.0,26800.0
2023-01-19,13800.0,26700.0,38333.0,21718.0,93000.0,45950.0,19600.0,26800.0
2023-01-27,13700.0,27150.0,38379.0,22010.0,93000.0,44550.0,19700.0,26650.0
2023-01-30,13900.0,27400.0,39241.0,21217.0,89900.0,44500.0,19250.0,25850.0
2023-01-31,13900.0,28000.0,39649.0,21760.0,91900.0,45100.0,19550.0,27100.0
2023-02-01,14000.0,26650.0,38243.0,21050.0,89100.0,42800.0,18900.0,25650.0
2023-02-02,13800.0,26750.0,38651.0,20883.0,90600.0,43150.0,18950.0,26150.0
2023-02-03,13800.0,26650.0,38832.0,20465.0,93000.0,43350.0,18600.0,26050.0
2023-02-06,14000.0,26600.0,39105.0,20799.0,96000.0,45000.0,18700.0,25700.0
2023-02-07,14200.0,26000.0,38696.0,20548.0,92000.0,43800.0,18350.0,25750.0
2023-02-08,14000.0,26300.0,39195.0,20590.0,94200.0,44500.0,18400.0,25000.0
2023-02-09,14000.0,25900.0,38651.0,20465.0,93000.0,44000.0,18450.0,24450.0
2023-02-10,13900.0,25200.0,38016.0,20214.0,94500.0,42950.0,18300.0,23650.0
2023-02-13,13600.0,24900.0,38606.0,19964.0,93500.0,44400.0,18000.0,24500.0
2023-02-14,13700.0,25150.0,38651.0,19922.0,92500.0,43400.0,17850.0,24400.0
2023-02-15,13900.0,25400.0,39150.0,20507.0,93000.0,44000.0,18000.0,23350.0
2023-02-16,14000.0,25400.0,39000.0,20715.0,92400.0,45000.0,18250.0,23900.0
2023-02-17,14000.0,25350.0,38050.0,20715.0,93000.0,45800.0,18100.0,24400.0
2023-02-20,14200.0,26100.0,38400.0,21551.0,93800.0,47200.0,18900.0,25700.0
2023-02-21,14300.0,25750.0,37500.0,21300.0,94200.0,46250.0,18600.0,25350.0
2023-02-22,14400.0,24800.0,36100.0,20757.0,93000.0,45000.0,18250.0,24700.0
2023-02-23,14200.0,25000.0,35000.0,21217.0,93300.0,45550.0,18150.0,25000.0
2023-02-24,14300.0,24650.0,35800.0,20548.0,93500.0,44600.0,17700.0,24300.0
2023-02-27,14400.0,23600.0,34850.0,20256.0,92800.0,44250.0,17250.0,23600.0
2023-02-28,14500.0,23500.0,35000.0,20381.0,93500.0,44100.0,17250.0,23750.0
2023-03-01,14400.0,23600.0,34850.0,21008.0,93000.0,45650.0,17650.0,25400.0
2023-03-02,14600.0,24000.0,34850.0,20924.0,93200.0,46400.0,17400.0,25600.0
2023-03-03,14600.0,23600.0,34700.0,20465.0,90900.0,45900.0,17150.0,25000.0
2023-03-06,14400.0,23200.0,34300.0,20298.0,91000.0,45800.0,17300.0,24900.0
2023-03-07,14400.0,23200.0,34000.0,20465.0,91900.0,46900.0,17400.0,25000.0
2023-03-08,14300.0,23150.0,34000.0,20883.0,92200.0,48000.0,17600.0,25350.0
2023-03-09,14400.0,23300.0,34150.0,21175.0,93000.0,47650.0,17800.0,26500.0
2023-03-10,14500.0,23750.0,34500.0,20799.0,92100.0,47150.0,17750.0,26000.0
2023-03-13,14400.0,24150.0,34150.0,20465.0,91500.0,46250.0,17500.0,25000.0
2023-03-14,14300.0,23700.0,33200.0,20089.0,91000.0,45050.0,17200.0,24400.0
2023-03-15,14300.0,24000.0,33800.0,20715.0,91400.0,46800.0,17800.0,25350.0
2023-03-16,14300.0,23400.0,33100.0,20381.0,91000.0,46250.0,17450.0,24600.0
2023-03-17,14300.0,24000.0,33900.0,20340.0,89000.0,46300.0,17450.0,25050.0
2023-03-20,14200.0,24600.0,33500.0,20047.0,85100.0,45350.0,17300.0,24200.0
2023-03-21,14200.0,24500.0,33600.0,20214.0,86500.0,45350.0,17350.0,24600.0
2023-03-22,14100.0,24750.0,33650.0,20172.0,89000.0,46100.0,17400.0,24800.0
2023-03-23,14000.0,24750.0,33950.0,20465.0,90700.0,45900.0,17400.0,25000.0
2023-03-24,14100.0,24250.0,33700.0,20507.0,89000.0,45550.0,17750.0,25050.0
2023-03-27,14100.0,24550.0,33800.0,20423.0,91000.0,46000.0,17950.0,25500.0
2023-03-28,14100.0,24400.0,33600.0,20423.0,91800.0,46000.0,18000.0,25400.0
2023-03-29,14100.0,24400.0,33650.0,20381.0,92300.0,46200.0,18300.0,25350.0
2023-03-30,14100.0,24100.0,33650.0,20548.0,92700.0,46200.0,18250.0,26000.0
2023-03-31,14000.0,23950.0,33300.0,20883.0,91400.0,46200.0,18250.0,26200.0
2023-04-03,14100.0,24050.0,34250.0,21091.0,92800.0,45900.0,18700.0,26750.0
2023-04-04,14100.0,24600.0,34750.0,21008.0,92000.0,46000.0,18750.0,26900.0
2023-04-05,14200.0,24850.0,35100.0,21133.0,92100.0,45500.0,18800.0,26250.0
2023-04-06,14100.0,24900.0,37000.0,20799.0,91200.0,46000.0,18500.0,25650.0
2023-04-07,14000.0,24850.0,35900.0,20924.0,90000.0,45650.0,18600.0,26000.0
2023-04-10,14000.0,24350.0,34650.0,20883.0,89000.0,44700.0,18600.0,25950.0
2023-04-11,14300.0,24550.0,34700.0,20841.0,88200.0,44400.0,18750.0,25950.0
2023-04-12,15000.0,24700.0,34750.0,20757.0,88300.0,44400.0,18700.0,26100.0
2023-04-13,14900.0,25200.0,35150.0,20841.0,88200.0,44950.0,18550.0,26450.0
2023-04-14,14700.0,24600.0,34300.0,20841.0,88400.0,44450.0,18300.0,25700.0
2023-04-17,14600.0,24300.0,34200.0,20883.0,88400.0,45000.0,18250.0,25900.0
2023-04-18,14700.0,24450.0,34300.0,20674.0,88000.0,44600.0,18150.0,25900.0
2023-04-19,14700.0,24350.0,34300.0,20381.0,88500.0,44400.0,18100.0,25500.0
2023-04-20,14600.0,24400.0,34100.0,20256.0,88300.0,44600.0,18150.0,25700.0
2023-04-21,14500.0,23800.0,33700.0,20256.0,87500.0,44200.0,18050.0,25600.0
2023-04-24,14400.0,23350.0,33150.0,20214.0,87900.0,43700.0,18250.0,25550.0
2023-04-25,14400.0,23350.0,33100.0,20172.0,88300.0,43550.0,18250.0,25050.0
2023-04-26,14400.0,23100.0,32500.0,20172.0,89400.0,44100.0,18350.0,25400.0
2023-04-27,14600.0,23650.0,33650.0,20172.0,90000.0,43900.0,18400.0,25150.0
2023-04-28,15000.0,23700.0,33600.0,20214.0,90500.0,43500.0,18450.0,25300.0
2023-05-04,15000.0,23350.0,32800.0,20632.0,88500.0,43750.0,18200.0,25150.0
2023-05-05,14800.0,23150.0,32700.0,20590.0,89800.0,43450.0,18100.0,24950.0
2023-05-08,15400.0,23550.0,32950.0,20841.0,93000.0,44700.0,18250.0,25650.0
2023-05-09,15300.0,23700.0,33000.0,20799.0,92300.0,45100.0,18300.0,25750.0
2023-05-10,15200.0,23700.0,32950.0,20799.0,92000.0,45000.0,18500.0,26350.0
2023-05-11,15200.0,24350.0,33400.0,20799.0,91000.0,45000.0,18500.0,26400.0
2023-05-12,15300.0,24250.0,33300.0,20883.0,92800.0,45000.0,18650.0,26800.0
2023-05-15,15200.0,23850.0,33100.0,20883.0,91700.0,44900.0,18850.0,27000.0
2023-05-16,15200.0,23900.0,32700.0,20883.0,92600.0,45000.0,18800.0,27400.0
2023-05-17,15000.0,23900.0,33000.0,20799.0,92800.0,44800.0,18450.0,27000.0
2023-05-18,15100.0,23900.0,32800.0,20883.0,95000.0,44650.0,18600.0,27200.0
2023-05-19,15400.0,23550.0,32150.0,20841.0,94200.0,44400.0,18650.0,27850.0
2023-05-22,15700.0,23500.0,31300.0,20924.0,93100.0,44400.0,18850.0,28150.0
2023-05-23,15700.0,23850.0,31850.0,21175.0,92800.0,43850.0,18750.0,27950.0
2023-05-24,15600.0,23550.0,31300.0,21008.0,92600.0,43500.0,18600.0,27400.0
2023-05-25,15600.0,23400.0,31200.0,20966.0,93200.0,43750.0,18450.0,27000.0
2023-05-26,15600.0,23600.0,31500.0,20883.0,92000.0,43400.0,18450.0,27200.0
2023-05-29,15700.0,23750.0,31350.0,21008.0,93100.0,43900.0,18750.0,27700.0
2023-05-30,15500.0,24350.0,32000.0,21050.0,94500.0,43800.0,18750.0,27700.0
2023-05-31,15500.0,24300.0,31900.0,21217.0,94000.0,44000.0,18600.0,27700.0
2023-06-01,15600.0,24100.0,31600.0,21400.0,93900.0,43900.0,18800.0,28000.0
2023-06-02,15700.0,24700.0,32250.0,21800.0,94900.0,44700.0,19700.0,28300.0
2023-06-05,16200.0,25450.0,33100.0,21750.0,98000.0,44700.0,19800.0,28050.0
2023-06-06,16300.0,25400.0,32800.0,21800.0,99000.0,44800.0,20450.0,28300.0
2023-06-07,16500.0,25550.0,33200.0,21850.0,97000.0,44350.0,20350.0,28350.0
2023-06-08,16800.0,24900.0,32900.0,21600.0,100000.0,43700.0,20000.0,27600.0
2023-06-09,16800.0,25450.0,33300.0,21550.0,100500.0,43450.0,20250.0,28100.0
2023-06-12,17300.0,25850.0,33400.0,21450.0,101000.0,43650.0,20350.0,28200.0
